Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity Sample 1 : TMT10-126,Intensity Sample 2 : TMT10-126,Intensity Sample 3 : TMT10-126,Intensity Sample 1 : TMT10-127N,Intensity Sample 2 : TMT10-127N,Intensity Sample 3 : TMT10-127N,Intensity Sample 1 : TMT10-127C,Intensity Sample 2 : TMT10-127C,Intensity Sample 3 : TMT10-127C,Intensity Sample 1 : TMT10-128C,Intensity Sample 2 : TMT10-128C,Intensity Sample 3 : TMT10-128C,Intensity Sample 1 : TMT10-129C,Intensity Sample 2 : TMT10-129C,Intensity Sample 3 : TMT10-129C,Intensity Sample 1 : TMT10-130C,Intensity Sample 2 : TMT10-130C,Intensity Sample 3 : TMT10-130C,Intensity Sample 1 : TMT10-131,Intensity Sample 2 : TMT10-131,Intensity Sample 3 : TMT10-131,Ratio Sample 1 : TMT10-126,Ratio Sample 2 : TMT10-126,Ratio Sample 3 : TMT10-126,Ratio Sample 1 : TMT10-127N,Ratio Sample 2 : TMT10-127N,Ratio Sample 3 : TMT10-127N,Ratio Sample 1 : TMT10-127C,Ratio Sample 2 : TMT10-127C,Ratio Sample 3 : TMT10-127C,Ratio Sample 1 : TMT10-128C,Ratio Sample 2 : TMT10-128C,Ratio Sample 3 : TMT10-128C,Ratio Sample 1 : TMT10-129C,Ratio Sample 2 : TMT10-129C,Ratio Sample 3 : TMT10-129C,Ratio Sample 1 : TMT10-130C,Ratio Sample 2 : TMT10-130C,Ratio Sample 3 : TMT10-130C,Ratio Sample 1 : TMT10-131,Ratio Sample 2 : TMT10-131,Ratio Sample 3 : TMT10-131,Intensity Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Intensity Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Intensity Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Intensity Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Intensity Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Intensity Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Intensity Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Ratio Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Ratio Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Ratio Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Ratio Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Ratio Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Ratio Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Ratio Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
1000,1669,O43399,12.92,157.85,1.464E5,1.057E5,1.033E5,2.53E5,1.875E5,1.38E5,3.089E5,2.591E5,2.01E5,4.277E5,3.32E5,2.489E5,2.659E5,2.134E5,1.631E5,2.959E5,2.643E5,2.052E5,3.2E5,2.402E5,1.928E5,1.00,0.72,0.71,1.73,1.28,0.94,2.11,1.77,1.37,2.92,2.27,1.70,1.82,1.46,1.11,2.02,1.81,1.40,2.19,1.64,1.32,3.554E5,5.785E5,7.689E5,1.009E6,6.424E5,7.655E5,7.53E5,1.00,1.63,2.16,2.84,1.81,2.15,2.12,70,15,15,TMT10plex; Deamidation (NQ); Phosphorylation (STY),22238,Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2
1116,1029,P17812,13.43,157.69,1.366E5,1.477E5,1.845E5,2.679E5,2.868E5,3.759E5,2.061E5,2.476E5,3.1E5,2.963E5,3.38E5,4.392E5,2.475E5,2.674E5,3.285E5,2.432E5,2.825E5,3.767E5,4.089E5,4.472E5,5.468E5,1.00,1.08,1.35,1.96,2.10,2.75,1.51,1.81,2.27,2.17,2.48,3.22,1.81,1.96,2.40,1.78,2.07,2.76,2.99,3.27,4.00,4.688E5,9.307E5,7.637E5,1.074E6,8.433E5,9.024E5,1.403E6,1.00,1.99,1.63,2.29,1.80,1.92,2.99,32,24,18,TMT10plex; Carbamidomethylation,66690,CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2
1511,1223,P31483,6.21,157.69,1.631E4,2.618E4,3.023E4,4.289E4,3.446E4,6.055E4,3.317E4,4.544E4,6.089E4,4.911E4,4.35E4,8.173E4,3.58E4,3.734E4,6.751E4,3.194E4,5.854E4,5.672E4,4.305E4,3.718E4,6.435E4,1.00,1.60,1.85,2.63,2.11,3.71,2.03,2.79,3.73,3.01,2.67,5.01,2.19,2.29,4.14,1.96,3.59,3.48,2.64,2.28,3.94,7.273E4,1.379E5,1.395E5,1.743E5,1.406E5,1.472E5,1.446E5,1.00,1.90,1.92,2.40,1.93,2.02,1.99,29,18,8,TMT10plex; Carbamidomethylation,42963,Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3
155,2891,P0C0S5,30.10,157.68,6.587E5,6.22E5,6.211E5,1.861E6,1.903E6,1.544E6,1.393E6,1.341E6,1.219E6,2.788E6,2.846E6,2.28E6,1.252E6,1.207E6,1.106E6,1.673E6,1.56E6,1.468E6,8.991E5,1.031E6,8.231E5,1.00,0.94,0.94,2.82,2.89,2.34,2.12,2.04,1.85,4.23,4.32,3.46,1.90,1.83,1.68,2.54,2.37,2.23,1.36,1.56,1.25,1.902E6,5.307E6,3.953E6,7.915E6,3.564E6,4.7E6,2.753E6,1.00,2.79,2.08,4.16,1.87,2.47,1.45,41,20,14,TMT10plex; Deamidation (NQ),13553,Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AFZ PE=1 SV=2
155,2892,Q71UI9,30.10,157.68,6.587E5,6.22E5,6.211E5,1.861E6,1.903E6,1.544E6,1.393E6,1.341E6,1.219E6,2.788E6,2.846E6,2.28E6,1.252E6,1.207E6,1.106E6,1.673E6,1.56E6,1.468E6,8.991E5,1.031E6,8.231E5,1.00,0.94,0.94,2.82,2.89,2.34,2.12,2.04,1.85,4.23,4.32,3.46,1.90,1.83,1.68,2.54,2.37,2.23,1.36,1.56,1.25,1.902E6,5.307E6,3.953E6,7.915E6,3.564E6,4.7E6,2.753E6,1.00,2.79,2.08,4.16,1.87,2.47,1.45,41,20,14,TMT10plex; Deamidation (NQ),13509,Histone H2A.V OS=Homo sapiens OX=9606 GN=H2AFV PE=1 SV=3
1884,1081,Q8IX01,25.06,157.59,3.42E4,5.289E4,5.985E4,1.108E5,1.339E5,1.804E5,7.708E4,1.119E5,1.571E5,1.234E5,1.745E5,2.198E5,8.274E4,9.357E4,1.375E5,9.693E4,1.247E5,1.926E5,7.903E4,9.814E4,1.31E5,1.00,1.55,1.75,3.24,3.92,5.28,2.25,3.27,4.59,3.61,5.10,6.43,2.42,2.74,4.02,2.83,3.65,5.63,2.31,2.87,3.83,1.469E5,4.251E5,3.461E5,5.178E5,3.138E5,4.143E5,3.081E5,1.00,2.89,2.36,3.52,2.14,2.82,2.10,21,17,17,TMT10plex; Carbamidomethylation; Deamidation (NQ),120207,SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2
1450,831,Q13564,11.40,157.56,1.089E5,8.924E4,1.972E5,1.732E5,1.296E5,1.072E5,1.733E5,1.329E5,1.398E5,2.919E5,2.041E5,1.97E5,1.652E5,1.287E5,1.121E5,1.702E5,1.386E5,1.298E5,1.848E5,1.346E5,1.325E5,1.00,0.82,1.81,1.59,1.19,0.98,1.59,1.22,1.28,2.68,1.88,1.81,1.52,1.18,1.03,1.56,1.27,1.19,1.70,1.24,1.22,3.953E5,4.1E5,4.459E5,6.93E5,4.06E5,4.385E5,4.52E5,1.00,1.04,1.13,1.75,1.03,1.11,1.14,37,19,19,TMT10plex; Carbamidomethylation; Deamidation (NQ),60246,NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1
742,1314,Q00325,27.95,157.53,4.812E5,6.445E5,7.072E5,1.496E6,2.125E6,2.088E6,8.709E5,1.225E6,1.152E6,1.295E6,1.867E6,1.787E6,1.088E6,1.581E6,1.515E6,1.354E6,1.879E6,1.837E6,1.354E6,1.866E6,1.884E6,1.00,1.34,1.47,3.11,4.42,4.34,1.81,2.55,2.39,2.69,3.88,3.71,2.26,3.29,3.15,2.81,3.90,3.82,2.81,3.88,3.92,1.833E6,5.71E6,3.248E6,4.949E6,4.184E6,5.07E6,5.104E6,1.00,3.12,1.77,2.70,2.28,2.77,2.78,41,25,25,TMT10plex; Carbamidomethylation; Deamidation (NQ),40095,Phosphate carrier protein  mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2
1430,1490,Q99536,31.11,157.43,2.329E5,1.969E5,1.647E5,1.865E5,1.641E5,1.505E5,3.868E5,3.102E5,2.824E5,3.389E5,2.859E5,2.501E5,1.721E5,1.456E5,1.245E5,4.344E5,3.608E5,3.177E5,4.387E5,3.758E5,3.296E5,1.00,0.85,0.71,0.80,0.70,0.65,1.66,1.33,1.21,1.45,1.23,1.07,0.74,0.63,0.53,1.87,1.55,1.36,1.88,1.61,1.42,5.945E5,5.011E5,9.794E5,8.749E5,4.422E5,1.113E6,1.144E6,1.00,0.84,1.65,1.47,0.74,1.87,1.92,32,15,15,TMT10plex; Carbamidomethylation,41920,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens OX=9606 GN=VAT1 PE=1 SV=2
907,1494,P30043,34.86,157.41,1.164E6,8.938E5,1.029E6,2.537E5,1.728E5,2.204E5,7.992E5,5.338E5,6.418E5,4.724E5,3.593E5,4.278E5,4.124E5,2.551E5,3.033E5,6.054E5,3.612E5,4.702E5,7.268E5,6.026E5,6.523E5,1.00,0.77,0.88,0.22,0.15,0.19,0.69,0.46,0.55,0.41,0.31,0.37,0.35,0.22,0.26,0.52,0.31,0.40,0.62,0.52,0.56,3.087E6,6.469E5,1.975E6,1.259E6,9.708E5,1.437E6,1.982E6,1.00,0.21,0.64,0.41,0.31,0.47,0.64,58,20,20,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),22119,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
1173,1856,Q9NX40,6.82,157.37,9.246E4,1.353E5,2.07E5,2.509E5,3.284E5,3.688E5,1.597E5,2.406E5,2.586E5,2.733E5,3.501E5,3.99E5,1.953E5,2.672E5,3.197E5,2.099E5,3.067E5,3.495E5,2.332E5,2.69E5,3.314E5,1.00,1.46,2.24,2.71,3.55,3.99,1.73,2.60,2.80,2.96,3.79,4.31,2.11,2.89,3.46,2.27,3.32,3.78,2.52,2.91,3.58,4.348E5,9.48E5,6.589E5,1.022E6,7.822E5,8.661E5,8.335E5,1.00,2.18,1.52,2.35,1.80,1.99,1.92,51,14,14,TMT10plex; Carbamidomethylation; Phosphorylation (STY),27626,OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1
807,1578,P57721,3.42,157.35,6.657E4,1.305E3,2.397E4,5.277E4,7.617E3,3.872E4,6.136E4,2.108E3,3.561E4,6.851E4,6.801E3,4.928E4,4.574E4,1.659E3,2.693E4,6.324E4,988.11,4.651E4,5.58E4,1.372E4,4.344E4,1.00,0.02,0.36,0.79,0.11,0.58,0.92,0.03,0.53,1.03,0.10,0.74,0.69,0.02,0.40,0.95,0.01,0.70,0.84,0.21,0.65,9.185E4,9.911E4,9.908E4,1.246E5,7.433E4,1.107E5,1.13E5,1.00,1.08,1.08,1.36,0.81,1.21,1.23,3,22,2,TMT10plex; Carbamidomethylation,39465,Poly(rC)-binding protein 3 OS=Homo sapiens OX=9606 GN=PCBP3 PE=2 SV=2
1207,1000,P61289,18.42,157.26,1.222E5,1.291E5,1.298E5,3.532E5,2.675E5,2.323E5,2.818E5,3.204E5,2.787E5,4.856E5,3.852E5,3.3E5,3.661E5,4.064E5,3.375E5,2.691E5,3.551E5,2.919E5,8.276E5,6.525E5,5.665E5,1.00,1.06,1.06,2.89,2.19,1.90,2.31,2.62,2.28,3.97,3.15,2.70,3.00,3.33,2.76,2.20,2.91,2.39,6.77,5.34,4.64,3.81E5,8.53E5,8.81E5,1.201E6,1.11E6,9.161E5,2.047E6,1.00,2.24,2.31,3.15,2.91,2.40,5.37,56,18,17,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),29506,Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1
1797,1512,P49711,9.56,157.22,5.811E4,6.702E4,7.738E4,1.005E5,1.256E5,1.672E5,9.304E4,1.174E5,1.39E5,1.35E5,1.665E5,2.206E5,8.647E4,9.455E4,1.241E5,9.276E4,1.186E5,1.415E5,7.592E4,1.075E5,1.187E5,1.00,1.15,1.33,1.73,2.16,2.88,1.60,2.02,2.39,2.32,2.87,3.80,1.49,1.63,2.14,1.60,2.04,2.44,1.31,1.85,2.04,2.025E5,3.933E5,3.494E5,5.222E5,3.051E5,3.529E5,3.022E5,1.00,1.94,1.73,2.58,1.51,1.74,1.49,17,14,14,TMT10plex; Carbamidomethylation,82785,Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1
1486,1333,Q9UIG0,4.12,157.09,3.154E5,4.824E5,1.59E5,4.365E5,5.369E5,2.54E5,5.311E5,7.813E5,2.78E5,5.587E5,6.933E5,3.065E5,3.936E5,5.535E5,2.245E5,6.21E5,9.632E5,2.908E5,3.758E5,4.792E5,2.365E5,1.00,1.53,0.50,1.38,1.70,0.81,1.68,2.48,0.88,1.77,2.20,0.97,1.25,1.75,0.71,1.97,3.05,0.92,1.19,1.52,0.75,9.569E5,1.227E6,1.59E6,1.559E6,1.172E6,1.875E6,1.092E6,1.00,1.28,1.66,1.63,1.22,1.96,1.14,21,29,28,TMT10plex; Carbamidomethylation; Deamidation (NQ),170902,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2
1322,910,Q08209,14.83,157.06,4.257E4,3.883E4,3.955E4,1.28E5,1.491E5,1.608E5,1.079E5,9.89E4,1.247E5,2.478E5,1.744E5,1.819E5,9.35E4,9.485E4,1.011E5,2.624E5,1.07E5,1.179E5,1.191E5,9.781E4,1.043E5,1.00,0.91,0.93,3.01,3.50,3.78,2.54,2.32,2.93,5.82,4.10,4.27,2.20,2.23,2.38,6.16,2.51,2.77,2.80,2.30,2.45,1.209E5,4.378E5,3.315E5,6.041E5,2.895E5,4.873E5,3.212E5,1.00,3.62,2.74,4.99,2.39,4.03,2.66,22,19,10,TMT10plex; Carbamidomethylation; Deamidation (NQ),58688,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP3CA PE=1 SV=1
1415,1301,P22694,23.93,156.96,2.113E4,3.079E4,3.81E4,5.426E4,4.814E4,7.261E4,4.137E4,4.753E4,6.24E4,1.001E5,9.16E4,1.185E5,4.72E4,5.583E4,6.308E4,4.484E4,4.956E4,6.856E4,2.748E4,2.185E4,3.71E4,1.00,1.46,1.80,2.57,2.28,3.44,1.96,2.25,2.95,4.74,4.33,5.61,2.23,2.64,2.99,2.12,2.35,3.24,1.30,1.03,1.76,9.003E4,1.75E5,1.513E5,3.102E5,1.661E5,1.63E5,8.643E4,1.00,1.94,1.68,3.45,1.85,1.81,0.96,25,18,8,TMT10plex; Deamidation (NQ); Phosphorylation (STY),40623,cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens OX=9606 GN=PRKACB PE=1 SV=2
1971,879,Q7Z417,31.93,156.95,4.538E4,4.44E4,3.063E4,7.215E4,7.085E4,7.754E4,7.718E4,7.893E4,8.101E4,1.036E5,1.131E5,1.013E5,9.92E4,1.177E5,9.962E4,9.194E4,1.096E5,9.398E4,1.122E5,1.172E5,8.822E4,1.00,0.98,0.67,1.59,1.56,1.71,1.70,1.74,1.78,2.28,2.49,2.23,2.19,2.59,2.20,2.03,2.42,2.07,2.47,2.58,1.94,1.204E5,2.205E5,2.371E5,3.18E5,3.165E5,2.956E5,3.176E5,1.00,1.83,1.97,2.64,2.63,2.45,2.64,33,16,16,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),76121,Nuclear fragile X mental retardation-interacting protein 2 OS=Homo sapiens OX=9606 GN=NUFIP2 PE=1 SV=1
1611,1178,Q14694,13.11,156.78,6.018E4,5.032E4,9.958E4,1.049E5,9.183E4,1.709E5,9.429E4,8.763E4,2.099E5,1.663E5,1.511E5,2.798E5,9.273E4,8.053E4,1.699E5,1.003E5,7.727E4,2.071E5,1.804E5,1.629E5,2.749E5,1.00,0.84,1.65,1.74,1.53,2.84,1.57,1.46,3.49,2.76,2.51,4.65,1.54,1.34,2.82,1.67,1.28,3.44,3.00,2.71,4.57,2.101E5,3.677E5,3.919E5,5.973E5,3.432E5,3.847E5,6.182E5,1.00,1.75,1.87,2.84,1.63,1.83,2.94,21,18,18,TMT10plex; Deamidation (NQ),87134,Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2
1343,1033,Q15833,14.75,156.77,1.165E5,8.067E4,1.384E5,2.024E5,1.513E5,1.882E5,2.298E5,1.766E5,2.574E5,2.8E5,2.226E5,2.616E5,2.255E5,1.747E5,2.45E5,2.258E5,1.612E5,2.457E5,2.652E5,2.383E5,2.605E5,1.00,0.69,1.19,1.74,1.30,1.61,1.97,1.52,2.21,2.40,1.91,2.24,1.94,1.50,2.10,1.94,1.38,2.11,2.28,2.05,2.24,3.355E5,5.419E5,6.637E5,7.642E5,6.453E5,6.327E5,7.64E5,1.00,1.61,1.98,2.28,1.92,1.89,2.28,31,21,20,TMT10plex; Carbamidomethylation,66453,Syntaxin-binding protein 2 OS=Homo sapiens OX=9606 GN=STXBP2 PE=1 SV=2
1429,1129,Q9UBB4,27.64,156.71,1.045E5,5.983E4,5.005E4,3.769E5,1.837E5,1.403E5,2.893E5,1.174E5,8.78E4,4.694E5,2.578E5,1.753E5,2.469E5,1.337E5,1.032E5,2.416E5,1.281E5,8.714E4,4.411E5,2.876E5,2.269E5,1.00,0.57,0.48,3.61,1.76,1.34,2.77,1.12,0.84,4.49,2.47,1.68,2.36,1.28,0.99,2.31,1.23,0.83,4.22,2.75,2.17,2.144E5,7.009E5,4.945E5,9.025E5,4.837E5,4.569E5,9.556E5,1.00,3.27,2.31,4.21,2.26,2.13,4.46,41,17,17,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),53489,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1
1296,1432,P11908,3.61,156.70,1.361E4,6.253E4,5.792E4,9.084E3,5.974E4,4.923E4,6.848E3,8.933E4,7.566E4,1.704E4,1.182E5,8.581E4,9.463E3,7.527E4,5.948E4,5.718E3,1.241E5,1.058E5,1.677E4,1.264E5,1.049E5,1.00,4.59,4.26,0.67,4.39,3.62,0.50,6.56,5.56,1.25,8.68,6.30,0.70,5.53,4.37,0.42,9.12,7.77,1.23,9.29,7.71,1.341E5,1.181E5,1.718E5,2.21E5,1.442E5,2.356E5,2.481E5,1.00,0.88,1.28,1.65,1.08,1.76,1.85,10,20,3,TMT10plex,34769,Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2
2009,1421,Q8TCU6,15.11,156.69,5.469E4,6.294E4,5.556E4,4.27E4,6.309E4,7.537E4,6.33E4,7.617E4,7.403E4,1.034E5,1.332E5,1.233E5,7.56E4,9.15E4,8.449E4,1.129E5,1.399E5,1.107E5,5.378E4,8.101E4,7.409E4,1.00,1.15,1.02,0.78,1.15,1.38,1.16,1.39,1.35,1.89,2.44,2.26,1.38,1.67,1.54,2.07,2.56,2.02,0.98,1.48,1.35,1.732E5,1.812E5,2.135E5,3.6E5,2.516E5,3.636E5,2.089E5,1.00,1.05,1.23,2.08,1.45,2.10,1.21,8,16,14,TMT10plex; Carbamidomethylation,186202,Phosphatidylinositol 3 4 5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens OX=9606 GN=PREX1 PE=1 SV=3
1579,1206,Q9BZE4,7.61,156.67,8.411E4,7.512E4,8.659E4,1.416E5,1.354E5,9.891E4,1.503E5,1.394E5,1.518E5,2.269E5,2.1E5,1.717E5,1.985E5,1.949E5,1.865E5,2.221E5,1.811E5,2.245E5,2.961E5,2.63E5,1.983E5,1.00,0.89,1.03,1.68,1.61,1.18,1.79,1.66,1.80,2.70,2.50,2.04,2.36,2.32,2.22,2.64,2.15,2.67,3.52,3.13,2.36,2.458E5,3.759E5,4.415E5,6.086E5,5.798E5,6.277E5,7.575E5,1.00,1.53,1.80,2.48,2.36,2.55,3.08,29,21,21,TMT10plex; Deamidation (NQ),73965,Nucleolar GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP4 PE=1 SV=3
833,1426,P16989,13.03,156.66,8.368E3,1.533E4,4.191E4,1.649E4,3.161E4,9.212E3,8.073E3,1.797E4,1.021E4,2.165E4,3.447E4,1.086E4,7.539E3,1.483E4,5.374E3,3.907E3,1.338E4,8.625E3,1.231E4,2.806E4,5.418E3,1.00,1.83,5.01,1.97,3.78,1.10,0.96,2.15,1.22,2.59,4.12,1.30,0.90,1.77,0.64,0.47,1.60,1.03,1.47,3.35,0.65,6.561E4,5.731E4,3.625E4,6.697E4,2.775E4,2.592E4,4.579E4,1.00,0.87,0.55,1.02,0.42,0.40,0.70,19,13,5,TMT10plex,40090,Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4
1104,1053,Q16512,7.66,156.65,1.372E5,1.907E5,6.943E4,1.871E5,1.641E5,1.372E5,1.912E5,1.904E5,1.378E5,2.944E5,2.572E5,1.93E5,1.943E5,1.78E5,1.396E5,1.975E5,1.795E5,1.535E5,2.166E5,2.081E5,1.449E5,1.00,1.39,0.51,1.36,1.20,1.00,1.39,1.39,1.00,2.15,1.88,1.41,1.42,1.30,1.02,1.44,1.31,1.12,1.58,1.52,1.06,3.973E5,4.884E5,5.194E5,7.445E5,5.119E5,5.305E5,5.695E5,1.00,1.23,1.31,1.87,1.29,1.34,1.43,20,22,18,TMT10plex; Carbamidomethylation,103932,Serine/threonine-protein kinase N1 OS=Homo sapiens OX=9606 GN=PKN1 PE=1 SV=2
823,1289,P51572,29.97,156.54,6.122E5,7.202E5,7.482E5,1.69E6,1.935E6,2.014E6,1.085E6,1.37E6,1.312E6,2.118E6,2.385E6,2.48E6,1.106E6,1.386E6,1.38E6,2.506E6,2.953E6,2.967E6,1.287E6,1.44E6,1.564E6,1.00,1.18,1.22,2.76,3.16,3.29,1.77,2.24,2.14,3.46,3.90,4.05,1.81,2.26,2.25,4.09,4.82,4.85,2.10,2.35,2.55,2.081E6,5.64E6,3.767E6,6.984E6,3.871E6,8.426E6,4.291E6,1.00,2.71,1.81,3.36,1.86,4.05,2.06,47,19,19,TMT10plex; Oxidation (M),27992,B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3
1456,1338,Q14165,46.84,156.48,2.103E5,1.775E5,1.952E5,4.317E5,3.518E5,4.199E5,4.676E5,3.764E5,4.419E5,5.454E5,4.273E5,5.28E5,6.796E5,5.082E5,7.034E5,7.542E5,5.68E5,7.544E5,4.473E5,3.399E5,4.783E5,1.00,0.84,0.93,2.05,1.67,2.00,2.22,1.79,2.10,2.59,2.03,2.51,3.23,2.42,3.34,3.59,2.70,3.59,2.13,1.62,2.27,5.831E5,1.203E6,1.286E6,1.501E6,1.891E6,2.077E6,1.266E6,1.00,2.06,2.21,2.57,3.24,3.56,2.17,44,19,19,TMT10plex; Deamidation (NQ),32234,Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1
1727,1130,Q9UNN5,16.87,156.46,5.993E4,1.211E5,3.391E4,2.814E5,3.905E5,1.275E5,1.26E5,2.283E5,5.834E4,2.012E5,3.137E5,1.011E5,1.097E5,2.607E5,6.031E4,1.193E5,2.615E5,5.851E4,2.144E5,3.467E5,1.237E5,1.00,2.02,0.57,4.70,6.52,2.13,2.10,3.81,0.97,3.36,5.23,1.69,1.83,4.35,1.01,1.99,4.36,0.98,3.58,5.79,2.06,2.15E5,7.994E5,4.126E5,6.16E5,4.308E5,4.393E5,6.848E5,1.00,3.72,1.92,2.87,2.00,2.04,3.19,24,17,17,TMT10plex; Carbamidomethylation; Deamidation (NQ),73954,FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2
1010,1047,Q9Y383,12.03,156.46,2.388E5,3E5,3.442E5,5.985E5,5.77E5,7.857E5,3.715E5,4.372E5,5.038E5,7.158E5,6.533E5,9.065E5,5.245E5,5.298E5,6.834E5,3.931E5,4.324E5,4.985E5,7.143E5,6.261E5,8.744E5,1.00,1.26,1.44,2.51,2.42,3.29,1.56,1.83,2.11,3.00,2.74,3.80,2.20,2.22,2.86,1.65,1.81,2.09,2.99,2.62,3.66,8.831E5,1.961E6,1.313E6,2.276E6,1.738E6,1.324E6,2.215E6,1.00,2.22,1.49,2.58,1.97,1.50,2.51,35,22,14,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),46514,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens OX=9606 GN=LUC7L2 PE=1 SV=2
1020,1262,Q08752,29.53,156.36,1.332E5,1.182E5,1.412E5,2.669E5,2.341E5,2.108E5,3.002E5,2.895E5,3.596E5,5.083E5,4.769E5,4.778E5,3.413E5,3.387E5,3.46E5,2.977E5,3.02E5,3.467E5,4.848E5,4.658E5,4.239E5,1.00,0.89,1.06,2.00,1.76,1.58,2.25,2.17,2.70,3.82,3.58,3.59,2.56,2.54,2.60,2.24,2.27,2.60,3.64,3.50,3.18,3.926E5,7.118E5,9.493E5,1.463E6,1.026E6,9.464E5,1.375E6,1.00,1.81,2.42,3.73,2.61,2.41,3.50,53,24,23,TMT10plex; Carbamidomethylation; Deamidation (NQ),40764,Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens OX=9606 GN=PPID PE=1 SV=3
1891,795,Q6ZUJ8,6.80,156.30,2.761E4,2.004E4,6.294E4,9.554E4,7.631E4,1.516E5,3.921E4,3.465E4,9.591E4,8.696E4,6.054E4,1.353E5,7.337E4,6.091E4,1.43E5,4.845E4,4.04E4,9.233E4,7.284E4,5.649E4,1.037E5,1.00,0.73,2.28,3.46,2.76,5.49,1.42,1.26,3.47,3.15,2.19,4.90,2.66,2.21,5.18,1.75,1.46,3.34,2.64,2.05,3.76,1.106E5,3.234E5,1.698E5,2.828E5,2.773E5,1.812E5,2.331E5,1.00,2.92,1.54,2.56,2.51,1.64,2.11,23,14,14,TMT10plex; Carbamidomethylation; Deamidation (NQ),90398,Phosphoinositide 3-kinase adapter protein 1 OS=Homo sapiens OX=9606 GN=PIK3AP1 PE=1 SV=2
